Time[s],Load[kN]
4.14986,-0.0013
4.14991,-0.0013
4.14996,-0.0013
4.15001,-0.0012
4.15006,-0.0012
4.1501,-0.0012
4.15015,-0.0012
4.1502,-0.0013
4.15025,-0.0012
4.1503,-0.0012
4.15035,-0.0012
4.1504,-0.0012
4.15045,-0.0013
4.1505,-0.0013
4.15055,-0.0012
4.1506,-0.0011
4.15065,-0.0011
4.20792,-0.0011
4.20801,-0.0012
4.20809,-0.0012
4.20818,-0.0012
4.20826,-0.0012
4.20834,-0.0013
4.20842,-0.0013
4.2085,-0.0012
4.20858,-0.0012
4.20866,-0.0012
4.20874,-0.0012
4.20882,-0.0013
4.2089,-0.0013
4.20897,-0.0013
4.20906,-0.0013
4.20914,-0.0013
4.20921,-0.0013
4.20929,-0.0012
4.20937,-0.0012
4.20949,-0.0012
4.20957,-0.0012
4.20962,-0.0012
4.20967,-0.0013
4.20971,-0.0013
4.20976,-0.0012
4.20981,-0.0012
4.20986,-0.0011
4.20991,-0.0011
4.20996,-0.0012
4.21001,-0.0012
4.21006,-0.0012
4.21011,-0.0013
4.21016,-0.0012
4.21021,-0.0011
4.21026,-0.0012
4.21031,-0.0012
4.26685,-0.0012
4.26695,-0.0012
4.26703,-0.0012
4.26711,-0.0012
4.26719,-0.0012
4.26727,-0.0013
4.26734,-0.0013
4.26742,-0.0013
4.26751,-0.0013
4.26758,-0.0013
4.26763,-0.0013
4.26768,-0.0013
4.26773,-0.0013
4.26777,-0.0013
4.26782,-0.0012
4.26787,-0.0011
4.26792,-0.0011
4.26797,-0.0012
4.26802,-0.0012
4.26806,-0.0012
4.26811,-0.0012
4.26816,-0.0013
4.26821,-0.0014
4.26826,-0.0014
4.26831,-0.0014
4.26835,-0.0014
4.2684,-0.0013
4.26845,-0.0012
4.2685,-0.0012
4.26855,-0.0012
4.2686,-0.0012
4.26865,-0.0012
4.2687,-0.0012
4.26875,-0.0012
4.2688,-0.0012
4.32574,-0.0013
4.32581,-0.0013
4.32589,-0.0013
4.32596,-0.0012
4.32603,-0.0013
4.3261,-0.0013
4.32617,-0.0013
4.32624,-0.0013
4.32631,-0.0013
4.32638,-0.0013
4.32645,-0.0012
4.32652,-0.0012
4.32659,-0.0012
4.32666,-0.0012
4.32673,-0.0012
4.32681,-0.0012
4.32688,-0.0012
4.32695,-0.0011
4.32702,-0.0012
4.32709,-0.0012
4.32716,-0.0012
4.32723,-0.0012
4.3273,-0.0011
4.32737,-0.0011
4.32744,-0.0012
4.32752,-0.0012
4.32759,-0.0013
4.32766,-0.0013
4.32773,-0.0013
4.3278,-0.0014
4.32787,-0.0014
4.32795,-0.0014
4.32802,-0.0014
4.32809,-0.0014
4.32816,-0.0013
4.38494,-0.0013
4.38502,-0.0013
4.38509,-0.0013
4.38516,-0.0013
4.38523,-0.0013
4.3853,-0.0012
4.38537,-0.0012
4.38548,-0.0012
4.38555,-0.0012
4.38562,-0.0013
4.38569,-0.0013
4.38576,-0.0013
4.38583,-0.0013
4.3859,-0.0013
4.38598,-0.0012
4.38604,-0.0012
4.38609,-0.0012
4.38613,-0.0012
4.38617,-0.0012
4.38621,-0.0012
4.38626,-0.0012
4.3863,-0.0012
4.38634,-0.0012
4.38639,-0.0011
4.38643,-0.0012
4.38647,-0.0012
4.38652,-0.0012
4.38656,-0.0012
4.3866,-0.0012
4.38665,-0.0012
4.38669,-0.0011
4.38674,-0.0011
4.38678,-0.0012
4.38683,-0.0012
4.38687,-0.0013
4.38692,-0.0013
4.4439,-0.0013
4.44398,-0.0013
4.44406,-0.0013
4.44413,-0.0012
4.4442,-0.0013
4.44427,-0.0012
4.44434,-0.0012
4.44441,-0.0013
4.44448,-0.0013
4.44455,-0.0013
4.44462,-0.0013
4.44469,-0.0013
4.44476,-0.0013
4.44483,-0.0013
4.4449,-0.0013
4.44497,-0.0013
4.44504,-0.0012
4.44511,-0.0012
4.44518,-0.0012
4.44525,-0.0012
4.44532,-0.0012
4.44542,-0.0012
4.44548,-0.0012
4.44552,-0.0013
4.44556,-0.0013
4.44561,-0.0012
4.44565,-0.0012
4.44569,-0.0012
4.44574,-0.0012
4.44578,-0.0012
4.44583,-0.0012
4.44587,-0.0012
4.44592,-0.0012
4.44596,-0.0013
4.44601,-0.0013
4.50319,-0.0013
4.50326,-0.0013
4.50334,-0.0013
4.50341,-0.0013
4.50348,-0.0013
4.50355,-0.0013
4.50362,-0.0013
4.50369,-0.0012
4.50376,-0.0012
4.50383,-0.0012
4.5039,-0.0012
4.50397,-0.0012
4.50404,-0.0012
4.50411,-0.0012
4.50418,-0.0012
4.50425,-0.0012
4.50432,-0.0012
4.50439,-0.0012
4.50443,-0.0013
4.50448,-0.0012
4.50452,-0.0012
4.50456,-0.0012
4.50461,-0.0012
4.50465,-0.0012
4.50469,-0.0012
4.50474,-0.0012
4.50478,-0.0012
4.50482,-0.0012
4.50487,-0.0011
4.50491,-0.0011
4.50496,-0.0011
4.505,-0.0011
4.50505,-0.0012
4.50512,-0.0013
4.50517,-0.0013
4.50522,-0.0013
4.56208,-0.0013
4.56216,-0.0013
4.56224,-0.0012
4.56232,-0.0012
4.5624,-0.0012
4.56248,-0.0012
4.56255,-0.0012
4.56261,-0.0011
4.56266,-0.0011
4.5627,-0.0011
4.56275,-0.0011
4.5628,-0.0011
4.56285,-0.0012
4.5629,-0.0012
4.56295,-0.0012
4.56299,-0.0013
4.56304,-0.0013
4.56309,-0.0013
4.56314,-0.0013
4.56319,-0.0013
4.56324,-0.0012
4.56328,-0.0012
4.56333,-0.0012
4.56338,-0.0012
4.56343,-0.0012
4.56348,-0.0012
4.56353,-0.0012
4.56358,-0.0012
4.56363,-0.0013
4.56368,-0.0013
4.56373,-0.0013
4.56378,-0.0013
4.56385,-0.0013
4.5639,-0.0013
4.56395,-0.0014
4.62124,-0.0014
4.62132,-0.0014
4.6214,-0.0013
4.62146,-0.0013
4.62151,-0.0012
4.62154,-0.0012
4.62158,-0.0012
4.62162,-0.0012
4.62166,-0.0012
4.6217,-0.0012
4.62174,-0.0012
4.62178,-0.0012
4.62182,-0.0013
4.62186,-0.0013
4.6219,-0.0013
4.62193,-0.0013
4.622,-0.0012
4.62204,-0.0011
4.62208,-0.0011
4.62212,-0.0011
4.62215,-0.0011
4.62219,-0.0011
4.62223,-0.0012
4.62227,-0.0012
4.62231,-0.0012
4.62235,-0.0012
4.62239,-0.0012
4.62243,-0.0012
4.62247,-0.0012
4.62251,-0.0011
4.62255,-0.0011
4.62259,-0.0012
4.62263,-0.0012
4.62266,-0.0012
4.6227,-0.0012
4.62274,-0.0012
4.68019,-0.0012
4.68026,-0.0012
4.68032,-0.0012
4.68038,-0.0013
4.68045,-0.0013
4.68051,-0.0013
4.68058,-0.0013
4.68064,-0.0013
4.6807,-0.0013
4.68077,-0.0013
4.68083,-0.0013
4.68089,-0.0013
4.68096,-0.0013
4.68102,-0.0012
4.68109,-0.0012
4.68115,-0.0012
4.68121,-0.0012
4.68128,-0.0012
4.68134,-0.0012
4.68144,-0.0012
4.68151,-0.0013
4.68157,-0.0012
4.68161,-0.0012
4.68165,-0.0011
4.68169,-0.0012
4.68175,-0.0012
4.68179,-0.0012
4.68183,-0.0013
4.68187,-0.0013
4.68191,-0.0012
4.68195,-0.0013
4.68199,-0.0013
4.68203,-0.0013
4.68207,-0.0014
4.68211,-0.0014
4.73911,-0.0014
4.73918,-0.0013
4.73925,-0.0012
4.73933,-0.0012
4.7394,-0.0013
4.73947,-0.0013
4.73954,-0.0013
4.73961,-0.0013
4.73968,-0.0012
4.73975,-0.0013
4.73982,-0.0013
4.73989,-0.0014
4.73996,-0.0013
4.74003,-0.0013
4.7401,-0.0012
4.74017,-0.0012
4.74024,-0.0012
4.74031,-0.0012
4.74038,-0.0012
4.74046,-0.0012
4.74053,-0.0013
4.7406,-0.0013
4.74067,-0.0013
4.74074,-0.0013
4.74081,-0.0013
4.74088,-0.0013
4.74095,-0.0013
4.74102,-0.0013
4.74109,-0.0012
4.74116,-0.0012
4.74123,-0.0012
4.74131,-0.0012
4.74142,-0.0012
4.7415,-0.0012
4.74157,-0.0012
4.79832,-0.0011
4.7984,-0.0011
4.79848,-0.0011
4.79855,-0.0012
4.79862,-0.0012
4.79866,-0.0013
4.79871,-0.0013
4.79875,-0.0013
4.79879,-0.0012
4.79883,-0.0011
4.79888,-0.0011
4.79892,-0.0011
4.79896,-0.0011
4.79901,-0.0012
4.79905,-0.0012
4.79909,-0.0012
4.79913,-0.0012
4.79918,-0.0012
4.79922,-0.0012
4.79926,-0.0012
4.7993,-0.0012
4.79935,-0.0013
4.79939,-0.0013
4.79943,-0.0012
4.79948,-0.0012
4.79952,-0.0012
4.79956,-0.0012
4.79961,-0.0012
4.79965,-0.0013
4.7997,-0.0013
4.79974,-0.0014
4.79979,-0.0013
4.79983,-0.0013
4.79987,-0.0012
4.79992,-0.0011
4.79996,-0.0011
4.85725,-0.0012
4.85733,-0.0012
4.85744,-0.0012
4.85752,-0.0012
4.85759,-0.0011
4.85766,-0.0011
4.85773,-0.0011
4.8578,-0.0011
4.85787,-0.0011
4.85794,-0.0012
4.85801,-0.0012
4.85808,-0.0012
4.85815,-0.0012
4.85822,-0.0012
4.85829,-0.0013
4.85836,-0.0013
4.85843,-0.0012
4.8585,-0.0012
4.85857,-0.0012
4.85864,-0.0013
4.85871,-0.0013
4.85878,-0.0013
4.85885,-0.0013
4.85892,-0.0013
4.85899,-0.0013
4.85907,-0.0012
4.85914,-0.0012
4.85921,-0.0012
4.85925,-0.0012
4.8593,-0.0012
4.85934,-0.0012
4.85939,-0.0013
4.85943,-0.0013
4.85948,-0.0013
4.85952,-0.0013
4.91655,-0.0013
4.91664,-0.0014
4.91673,-0.0014
4.91681,-0.0013
4.91689,-0.0013
4.91697,-0.0013
4.91705,-0.0013
4.91712,-0.0013
4.9172,-0.0013
4.91728,-0.0013
4.91737,-0.0012
4.91749,-0.0012
4.91757,-0.0012
4.91765,-0.0012
4.91773,-0.0012
4.91781,-0.0011
4.91788,-0.0011
4.91796,-0.0011
4.91804,-0.0012
4.91812,-0.0012
4.9182,-0.0013
4.91828,-0.0012
4.91836,-0.0011
4.91844,-0.0011
4.91852,-0.0011
4.9186,-0.0012
4.91868,-0.0013
4.91876,-0.0014
4.91884,-0.0014
4.91892,-0.0013
4.919,-0.0013
4.91908,-0.0012
4.91916,-0.0012
4.91924,-0.0012
4.91932,-0.0011
4.9194,-0.0011
4.97542,-0.0011
4.97551,-0.0011
4.97559,-0.0011
4.97567,-0.0012
4.97575,-0.0013
4.97583,-0.0013
4.97591,-0.0013
4.976,-0.0013
4.97607,-0.0013
4.97615,-0.0012
4.97623,-0.0012
4.97631,-0.0012
4.97639,-0.0012
4.97647,-0.0012
4.97655,-0.0012
4.97663,-0.0013
4.9767,-0.0013
4.97678,-0.0013
4.97686,-0.0013
4.97694,-0.0013
4.97702,-0.0012
4.9771,-0.0013
4.97718,-0.0013
4.97726,-0.0013
4.97734,-0.0013
4.97746,-0.0013
4.97754,-0.0012
4.97762,-0.0011
4.97771,-0.0012
4.97779,-0.0011
4.97787,-0.0012
4.97795,-0.0011
4.97803,-0.0011
4.97811,-0.0012
4.97819,-0.0013
5.03464,-0.0013
5.03471,-0.0013
5.03479,-0.0013
5.03486,-0.0013
5.03493,-0.0013
5.035,-0.0013
5.03507,-0.0012
5.03514,-0.0012
5.03521,-0.0012
5.03528,-0.0012
5.03535,-0.0012
5.03542,-0.0012
5.03549,-0.0012
5.03556,-0.0012
5.03563,-0.0012
5.0357,-0.0013
5.03577,-0.0013
5.03584,-0.0013
5.03591,-0.0013
5.03598,-0.0013
5.03605,-0.0013
5.03613,-0.0012
5.0362,-0.0012
5.03627,-0.0012
5.03634,-0.0012
5.03641,-0.0013
5.03648,-0.0012
5.03655,-0.0011
5.03662,-0.0012
5.03669,-0.0012
5.03676,-0.0012
5.03684,-0.0012
5.03691,-0.0012
5.03698,-0.0012
5.03705,-0.0013
5.03712,-0.0013
5.09358,-0.0012
5.09367,-0.0012
5.09375,-0.0013
5.09382,-0.0012
5.09389,-0.0012
5.09395,-0.0013
5.094,-0.0012
5.09404,-0.0012
5.09409,-0.0012
5.09413,-0.0012
5.09417,-0.0012
5.09421,-0.0012
5.09426,-0.0011
5.0943,-0.0011
5.09434,-0.0011
5.09439,-0.0011
5.09443,-0.0011
5.09447,-0.0012
5.09451,-0.0012
5.09456,-0.0012
5.0946,-0.0013
5.09464,-0.0012
5.09468,-0.0012
5.09473,-0.0012
5.09477,-0.0013
5.09481,-0.0013
5.09486,-0.0012
5.0949,-0.0012
5.09494,-0.0012
5.09499,-0.0011
5.09503,-0.0011
5.09508,-0.0012
5.09512,-0.0012
5.09517,-0.0012
5.09521,-0.0012
5.15246,-0.0012
5.15254,-0.0012
5.15261,-0.0012
5.15269,-0.0012
5.15276,-0.0012
5.15282,-0.0012
5.15287,-0.0012
5.15291,-0.0012
5.15295,-0.0012
5.153,-0.0011
5.15304,-0.0011
5.15308,-0.0011
5.15313,-0.0011
5.15317,-0.0012
5.15321,-0.0012
5.15325,-0.0013
5.1533,-0.0013
5.15334,-0.0013
5.15347,-0.0012
5.15354,-0.0012
5.15361,-0.0012
5.15368,-0.0011
5.15375,-0.0011
5.15382,-0.0011
5.15389,-0.0011
5.15396,-0.0011
5.15404,-0.0012
5.15411,-0.0012
5.15418,-0.0012
5.15425,-0.0012
5.15432,-0.0012
5.15439,-0.0012
5.15446,-0.0012
5.15454,-0.0012
5.15461,-0.0012
5.21176,-0.0012
5.21184,-0.0012
5.21191,-0.0012
5.21198,-0.0012
5.21206,-0.0012
5.21213,-0.0013
5.2122,-0.0013
5.21227,-0.0013
5.21234,-0.0013
5.21241,-0.0013
5.21248,-0.0013
5.21255,-0.0013
5.21262,-0.0013
5.21269,-0.0014
5.21276,-0.0014
5.21283,-0.0014
5.2129,-0.0013
5.21297,-0.0013
5.21304,-0.0013
5.21311,-0.0012
5.21318,-0.0013
5.21325,-0.0012
5.21332,-0.0012
5.21343,-0.0012
5.21351,-0.0012
5.21358,-0.0012
5.21363,-0.0012
5.21369,-0.0011
5.21374,-0.0011
5.21379,-0.0011
5.21384,-0.0011
5.21389,-0.0011
5.21394,-0.0011
5.21399,-0.0012
5.21404,-0.0012
5.21409,-0.0012
5.27066,-0.0012
5.27072,-0.0012
5.27076,-0.0012
5.27081,-0.0011
5.27088,-0.0012
5.27102,-0.0012
5.2711,-0.0012
5.27118,-0.0012
5.27126,-0.0012
5.27134,-0.0013
5.27142,-0.0013
5.2715,-0.0014
5.27158,-0.0014
5.27166,-0.0013
5.27174,-0.0013
5.27182,-0.0013
5.2719,-0.0013
5.27198,-0.0012
5.27205,-0.0012
5.27213,-0.0012
5.27222,-0.0012
5.2723,-0.0012
5.27238,-0.0012
5.27245,-0.0012
5.27253,-0.0012
5.27261,-0.0012
5.27269,-0.0012
5.27278,-0.0012
5.27286,-0.0012
5.27294,-0.0012
5.27302,-0.0012
5.2731,-0.0012
5.27319,-0.0013
5.27327,-0.0013
5.27335,-0.0013
5.32984,-0.0012
5.32992,-0.0012
5.32999,-0.0012
5.33006,-0.0012
5.33013,-0.0013
5.3302,-0.0013
5.33028,-0.0013
5.33035,-0.0012
5.33041,-0.0012
5.33046,-0.0011
5.3305,-0.0011
5.33054,-0.0012
5.33059,-0.0012
5.33063,-0.0013
5.33067,-0.0013
5.33071,-0.0013
5.33076,-0.0013
5.3308,-0.0014
5.33084,-0.0014
5.33089,-0.0014
5.33093,-0.0014
5.33097,-0.0013
5.33101,-0.0013
5.33106,-0.0012
5.3311,-0.0012
5.33114,-0.0012
5.33118,-0.0012
5.33123,-0.0012
5.33128,-0.0013
5.33132,-0.0013
5.33136,-0.0013
5.33141,-0.0013
5.33145,-0.0012
5.3315,-0.0012
5.33154,-0.0012
5.33158,-0.0012
5.38878,-0.0012
5.38887,-0.0012
5.38908,-0.0012
5.38913,-0.0013
5.38918,-0.0013
5.38922,-0.0013
5.38926,-0.0013
5.38931,-0.0013
5.38935,-0.0012
5.38943,-0.0012
5.38948,-0.0013
5.38952,-0.0013
5.38956,-0.0012
5.38961,-0.0012
5.38965,-0.0012
5.38969,-0.0012
5.38973,-0.0013
5.38978,-0.0013
5.38982,-0.0012
5.38986,-0.0012
5.3899,-0.0011
5.38995,-0.0011
5.38999,-0.0011
5.39003,-0.0012
5.39008,-0.0013
5.39012,-0.0013
5.39016,-0.0012
5.39021,-0.0011
5.39025,-0.001
5.3903,-0.001
5.39034,-0.0011
5.39039,-0.0011
5.39043,-0.0012
5.39048,-0.0013
5.39052,-0.0013
5.44799,-0.0013
5.44807,-0.0013
5.44814,-0.0012
5.44821,-0.0012
5.44828,-0.0011
5.44835,-0.0011
5.44843,-0.0011
5.4485,-0.0011
5.44857,-0.0011
5.44864,-0.0011
5.44871,-0.0012
5.44878,-0.0012
5.44885,-0.0012
5.44892,-0.0012
5.44899,-0.0012
5.44906,-0.0012
5.44914,-0.0012
5.44921,-0.0012
5.44928,-0.0012
5.44935,-0.0012
5.44947,-0.0012
5.44954,-0.0012
5.44961,-0.0012
5.44968,-0.0012
5.44975,-0.0012
5.44982,-0.0011
5.44989,-0.0012
5.44997,-0.0012
5.45004,-0.0013
5.45011,-0.0013
5.45018,-0.0013
5.45025,-0.0013
5.45036,-0.0013
5.45043,-0.0012
5.4505,-0.0012
5.45057,-0.0012
5.50693,-0.0012
5.50701,-0.0013
5.50708,-0.0013
5.50715,-0.0014
5.50722,-0.0014
5.50729,-0.0014
5.50736,-0.0013
5.50743,-0.0012
5.5075,-0.0012
5.50757,-0.0012
5.50765,-0.0013
5.50772,-0.0012
5.50779,-0.0012
5.50786,-0.0012
5.50793,-0.0011
5.508,-0.0012
5.50807,-0.0012
5.50814,-0.0012
5.50821,-0.0012
5.50828,-0.0011
5.50835,-0.0011
5.50842,-0.0011
5.50849,-0.0011
5.50856,-0.0011
5.50863,-0.0011
5.5087,-0.0011
5.50877,-0.0012
5.50885,-0.0012
5.50892,-0.0012
5.50899,-0.0012
5.50906,-0.0012
5.50913,-0.0012
5.5092,-0.0012
5.50928,-0.0012
5.50935,-0.0012
5.56582,-0.0012
5.5659,-0.0012
5.56597,-0.0012
5.56604,-0.0012
5.56612,-0.0012
5.56619,-0.0013
5.56626,-0.0013
5.56633,-0.0014
5.5664,-0.0013
5.56647,-0.0013
5.56654,-0.0013
5.56661,-0.0013
5.56668,-0.0013
5.56675,-0.0013
5.56683,-0.0013
5.5669,-0.0013
5.56697,-0.0012
5.56704,-0.0012
5.56711,-0.0012
5.56718,-0.0012
5.56725,-0.0012
5.56731,-0.0012
5.56739,-0.0012
5.56746,-0.0012
5.56753,-0.0012
5.5676,-0.0013
5.56767,-0.0012
5.56774,-0.0012
5.56781,-0.0012
5.56788,-0.0012
5.56795,-0.0013
5.56803,-0.0013
5.5681,-0.0013
5.56817,-0.0013
5.56824,-0.0013
5.62505,-0.0013
5.62513,-0.0012
5.6252,-0.0012
5.62527,-0.0012
5.62533,-0.0012
5.6254,-0.0012
5.62545,-0.0011
5.62549,-0.0011
5.62553,-0.0011
5.62558,-0.0011
5.62562,-0.0012
5.62566,-0.0012
5.6257,-0.0013
5.62575,-0.0013
5.62579,-0.0012
5.62583,-0.0012
5.62588,-0.0012
5.62592,-0.0012
5.62596,-0.0012
5.626,-0.0012
5.62605,-0.0012
5.62609,-0.0013
5.62613,-0.0013
5.62618,-0.0013
5.62622,-0.0012
5.62626,-0.0012
5.62631,-0.0012
5.62635,-0.0012
5.6264,-0.0012
5.62644,-0.0013
5.62649,-0.0013
5.62653,-0.0013
5.62658,-0.0013
5.62662,-0.0012
5.62667,-0.0011
5.62671,-0.0011
5.68395,-0.0012
5.684,-0.0013
5.68404,-0.0013
5.68408,-0.0013
5.68413,-0.0013
5.68417,-0.0012
5.68421,-0.0012
5.68425,-0.0012
5.6843,-0.0012
5.68434,-0.0012
5.68438,-0.0012
5.68442,-0.0013
5.68447,-0.0012
5.68451,-0.0012
5.68455,-0.0012
5.6846,-0.0012
5.68464,-0.0012
5.68468,-0.0012
5.68472,-0.0011
5.68477,-0.0011
5.68481,-0.0011
5.68485,-0.0012
5.68489,-0.0012
5.68494,-0.0013
5.68498,-0.0013
5.68502,-0.0013
5.68507,-0.0013
5.68511,-0.0012
5.68515,-0.0013
5.6852,-0.0013
5.68524,-0.0012
5.68529,-0.0012
5.68533,-0.0012
5.68537,-0.0012
5.68546,-0.0012
5.74318,-0.0012
5.74325,-0.0013
5.74331,-0.0013
5.74338,-0.0013
5.74344,-0.0013
5.74351,-0.0014
5.74357,-0.0013
5.74363,-0.0013
5.74369,-0.0013
5.74373,-0.0012
5.74377,-0.0012
5.74381,-0.0012
5.74385,-0.0012
5.74389,-0.0013
5.74393,-0.0013
5.74396,-0.0013
5.744,-0.0013
5.74404,-0.0013
5.74408,-0.0013
5.74412,-0.0013
5.74416,-0.0012
5.7442,-0.0011
5.74423,-0.0012
5.74427,-0.0011
5.74431,-0.0012
5.74435,-0.0012
5.74439,-0.0011
5.74443,-0.0012
5.74447,-0.0012
5.74451,-0.0012
5.74455,-0.0012
5.74459,-0.0012
5.74463,-0.0012
5.74467,-0.0012
5.74471,-0.0013
5.74475,-0.0013
5.80209,-0.0014
5.80214,-0.0014
5.80218,-0.0013
5.80221,-0.0013
5.80225,-0.0013
5.80229,-0.0013
5.80233,-0.0013
5.80237,-0.0012
5.80241,-0.0012
5.80244,-0.0012
5.80248,-0.0012
5.80252,-0.0012
5.80256,-0.0012
5.8026,-0.0013
5.80264,-0.0013
5.80268,-0.0013
5.80271,-0.0013
5.80275,-0.0012
5.80279,-0.0012
5.80283,-0.0012
5.80287,-0.0012
5.80291,-0.0012
5.80294,-0.0012
5.80298,-0.0013
5.80302,-0.0012
5.80306,-0.0012
5.8031,-0.0012
5.80314,-0.0012
5.80318,-0.0012
5.80322,-0.0011
5.80326,-0.0012
5.8033,-0.0012
5.80334,-0.0012
5.80338,-0.0011
5.80342,-0.0011
5.86135,-0.0011
5.86148,-0.0011
5.86156,-0.0012
5.86163,-0.0012
5.86169,-0.0013
5.86174,-0.0013
5.86178,-0.0012
5.86182,-0.0012
5.86187,-0.0012
5.86191,-0.0013
5.86195,-0.0013
5.862,-0.0012
5.86204,-0.0012
5.86208,-0.0012
5.86212,-0.0012
5.86217,-0.0012
5.86221,-0.0012
5.86225,-0.0012
5.86229,-0.0013
5.86234,-0.0013
5.86238,-0.0012
5.86242,-0.0012
5.86246,-0.0012
5.86251,-0.0011
5.86255,-0.0011
5.86259,-0.0012
5.86264,-0.0012
5.86268,-0.0012
5.86272,-0.0012
5.86277,-0.0012
5.86281,-0.0012
5.86286,-0.0012
5.8629,-0.0012
5.86295,-0.0012
5.86299,-0.0012
5.86303,-0.0012
5.92033,-0.0012
5.92041,-0.0012
5.92049,-0.0012
5.92056,-0.0013
5.92063,-0.0013
5.9207,-0.0013
5.92078,-0.0013
5.92085,-0.0013
5.92092,-0.0013
5.92098,-0.0014
5.92103,-0.0014
5.92107,-0.0014
5.92111,-0.0013
5.92116,-0.0012
5.9212,-0.0012
5.92124,-0.0013
5.92129,-0.0013
5.92133,-0.0013
5.92137,-0.0013
5.92145,-0.0012
5.92149,-0.0012
5.92153,-0.0012
5.92158,-0.0011
5.92162,-0.0011
5.92166,-0.0012
5.9217,-0.0012
5.92175,-0.0013
5.92179,-0.0013
5.92184,-0.0013
5.92188,-0.0013
5.92193,-0.0012
5.92197,-0.0012
5.92202,-0.0012
5.92206,-0.0011
5.9221,-0.0011
5.9792,-0.0011
5.97929,-0.0011
5.97937,-0.0012
5.97945,-0.0012
5.97953,-0.0012
5.9796,-0.0012
5.97966,-0.0012
5.97971,-0.0012
5.97975,-0.0012
5.97982,-0.0012
5.97987,-0.0012
5.97992,-0.0012
5.97997,-0.0013
5.98002,-0.0013
5.98006,-0.0013
5.98011,-0.0013
5.98016,-0.0013
5.98021,-0.0013
5.98026,-0.0013
5.9803,-0.0013
5.98035,-0.0012
5.9804,-0.0012
5.98045,-0.0011
5.9805,-0.0011
5.98055,-0.0011
5.98059,-0.0011
5.98064,-0.0011
5.98069,-0.0012
5.98074,-0.0012
5.98079,-0.0012
5.98084,-0.0012
5.98089,-0.0012
5.98094,-0.0012
5.98099,-0.0012
5.98104,-0.0013
6.03841,-0.0012
6.03849,-0.0012
6.03856,-0.0012
6.03864,-0.0013
6.0387,-0.0013
6.03875,-0.0012
6.03879,-0.0011
6.03883,-0.0011
6.03889,-0.0011
6.03894,-0.0011
6.03898,-0.0011
6.03902,-0.0011
6.03907,-0.0011
6.03911,-0.0012
6.03915,-0.0013
6.03919,-0.0013
6.03924,-0.0013
6.03928,-0.0013
6.03932,-0.0013
6.03936,-0.0013
6.03941,-0.0012
6.03945,-0.0012
6.03949,-0.0012
6.03953,-0.0012
6.03958,-0.0013
6.03962,-0.0013
6.03966,-0.0013
6.03971,-0.0013
6.03975,-0.0013
6.03979,-0.0013
6.03984,-0.0013
6.03988,-0.0013
6.03993,-0.0012
6.03997,-0.0012
6.04002,-0.0012
6.04006,-0.0012
6.09733,-0.0012
6.09744,-0.0012
6.09752,-0.0012
6.09759,-0.0012
6.09766,-0.0012
6.09773,-0.0011
6.0978,-0.0011
6.09787,-0.0011
6.09795,-0.0011
6.09802,-0.0012
6.09809,-0.0012
6.09816,-0.0012
6.09823,-0.0012
6.0983,-0.0012
6.09837,-0.0012
6.09844,-0.0012
6.09851,-0.0012
6.09858,-0.0013
6.09865,-0.0013
6.09873,-0.0014
6.0988,-0.0014
6.09887,-0.0013
6.09894,-0.0013
6.09901,-0.0013
6.09908,-0.0013
6.09915,-0.0014
6.09922,-0.0014
6.09929,-0.0014
6.09936,-0.0013
6.09943,-0.0013
6.09951,-0.0012
6.09958,-0.0012
6.09965,-0.0011
6.09972,-0.0011
6.09979,-0.0012
6.15655,-0.0013
6.15663,-0.0013
6.1567,-0.0013
6.15677,-0.0013
6.15685,-0.0013
6.15692,-0.0013
6.15697,-0.0013
6.15702,-0.0013
6.15706,-0.0012
6.1571,-0.0012
6.15715,-0.0012
6.15719,-0.0012
6.15723,-0.0011
6.15728,-0.0011
6.15732,-0.0011
6.15736,-0.0011
6.15744,-0.0012
6.15748,-0.0012
6.15753,-0.0013
6.15757,-0.0013
6.15761,-0.0013
6.15766,-0.0013
6.1577,-0.0013
6.15774,-0.0012
6.15779,-0.0012
6.15783,-0.0011
6.15787,-0.0011
6.15792,-0.0012
6.15796,-0.0012
6.15801,-0.0012
6.15805,-0.0012
6.1581,-0.0012
6.15814,-0.0011
6.15818,-0.0012
6.15823,-0.0012
6.15827,-0.0013
6.21552,-0.0014
6.21561,-0.0014
6.21568,-0.0013
6.21576,-0.0013
6.21583,-0.0013
6.2159,-0.0012
6.21597,-0.0012
6.21605,-0.0012
6.21612,-0.0012
6.21619,-0.0012
6.21626,-0.0013
6.21633,-0.0013
6.2164,-0.0013
6.21647,-0.0013
6.21655,-0.0013
6.21662,-0.0013
6.21669,-0.0014
6.21679,-0.0013
6.21687,-0.0013
6.21695,-0.0012
6.21702,-0.0013
6.21709,-0.0013
6.21716,-0.0012
6.21723,-0.0012
6.2173,-0.0012
6.21745,-0.0013
6.21757,-0.0013
6.21765,-0.0013
6.21772,-0.0012
6.21779,-0.0012
6.21787,-0.0013
6.21794,-0.0013
6.21801,-0.0012
6.21808,-0.0012
6.21816,-0.0012
6.27473,-0.0012
6.27481,-0.0012
6.27489,-0.0011
6.27497,-0.0011
6.27506,-0.0012
6.27514,-0.0012
6.27522,-0.0013
6.2753,-0.0013
6.27538,-0.0012
6.27545,-0.0012
6.2755,-0.0012
6.27555,-0.0012
6.2756,-0.0012
6.27565,-0.0012
6.27569,-0.0012
